No;UPT;Jenis Stasiun Monitor;Tanggal;Waktu;Band;Pita Frekuensi;Frekuensi;Dinas;Sub Service;Kelas Emisi;Kelas Stasiun;Azimuth;Level;Identifikasi;Legalitas;Keterangan;Provinsi;Kab/Kota;Kecamatan;Kel/Desa;Lat;Long;No SPT;Tgl Input;Catatan
3569;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.525;Maritime;Coast Station;;;;34.97;PERTAMINA TRANS KONTINENTAL, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3570;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);170.4;Land Mobile (private);Standard;;;;35.9;PERTAMINA, PT. (PERSERO);OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3571;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);161.55;Maritime;Coast Station;;;;35.3;PERTAMINA TRANS KONTINENTAL, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3572;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);161.175;Land Mobile (private);Standard;;;;35.85;DINAS KOMUNIKASI INFORMASI DAN STATISTIK BIMA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3573;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);169.775;Land Mobile (private);Standard;G7F;;;36.31;BADAN PENANGGULANGAN BENCANA DAERAH PEMERINTAH KOTA BIMA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3574;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);172.05;Land Mobile (private);Standard;G7F;;;35.73;ASDP INDONESIA FERRY CABANG SAPE, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3575;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.4;Land Mobile (private);Standard;;;;36.47;ELNUSA PETROFIN, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3576;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);160.05;Land Mobile (private);Standard;;;;35.96;MERPATI ANGKASA ABADI, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3577;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.8;Maritime;Coast Station;;;;35.08;PERTAMINA TRANS KONTINENTAL, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3578;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);165.9;Land Mobile (private);Standard;G7F;FX;;36.23;BADAN PENANGGULANGAN BENCANA DAERAH PEMERINTAH KABUPATEN BIMA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3579;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);154.25;Land Mobile (private);Standard;G7F;FX;;35.18;BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS);OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3580;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);152.775;Land Mobile (private);Standard;G7F;;;33.88;LION MENTARI AIRLINES, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3581;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.1;Land Mobile (private);Standard;G7F;;;34.39;SANTOSA UTAMA LESTARI, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3582;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);173.5;Land Mobile (private);Standard;;;;35.89;PERTAMINA, PT. (PERSERO);OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3583;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);164.775;Land Mobile (private);Standard;G7F;FX;;36.21;BADAN PENANGGULANGAN BENCANA DAERAH PEMERINTAH KOTA BIMA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50523;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3584;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;UHF;15. Selular, Broadband 2.3 GHz (2300 – 2400 MHz);2344.4;Land Mobile (public);LTE;G7W;ML;;87.99;TELEKOMUNIKASI SELULAR, PT.;BERIZIN;;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50527;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3585;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;UHF;15. Selular, Broadband 2.3 GHz (2300 – 2400 MHz);2330;Land Mobile (public);LTE;G7W;ML;;88.9;TELEKOMUNIKASI SELULAR, PT.;BERIZIN;;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50527;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
3586;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;06:05:00;UHF;15. Selular, Broadband 2.3 GHz (2300 – 2400 MHz);2310.2;Land Mobile (public);LTE;G7W;ML;;86.99;TELEKOMUNIKASI SELULAR, PT.;BERIZIN;;NUSA TENGGARA BARAT;BIMA;BOLO;RATO;-8.50527;118.619;76/Balmon.52/KP.01.06/05/2025;2025-05-09;Monitoring Bulan Mei 2025
